shape,condition,run_number,success,iterations,execution_time,errors,stl_file,code_file,timestamp
box,baseline,1,True,1,17.870272874832153,[],box_baseline_run1.stl,box_baseline_run1.py,2025-05-02T18:52:51.332254
box,baseline,2,True,1,18.470939874649048,[],box_baseline_run2.stl,box_baseline_run2.py,2025-05-02T18:53:09.809101
box,baseline,3,True,1,17.892353057861328,[],box_baseline_run3.stl,box_baseline_run3.py,2025-05-02T18:53:27.704184
box,baseline,4,True,1,17.694387912750244,[],box_baseline_run4.stl,box_baseline_run4.py,2025-05-02T18:53:45.400928
box,baseline,5,True,1,17.873669385910034,[],box_baseline_run5.stl,box_baseline_run5.py,2025-05-02T18:54:03.277088
box,baseline,6,True,1,15.615687131881714,[],box_baseline_run6.stl,box_baseline_run6.py,2025-05-02T18:54:18.895199
box,baseline,7,True,1,19.041141748428345,[],box_baseline_run7.stl,box_baseline_run7.py,2025-05-02T18:54:37.938977
box,baseline,8,True,1,14.659759283065796,[],box_baseline_run8.stl,box_baseline_run8.py,2025-05-02T18:54:52.632862
box,baseline,9,True,1,18.243602991104126,[],box_baseline_run9.stl,box_baseline_run9.py,2025-05-02T18:55:10.879771
box,baseline,10,True,1,16.05191397666931,[],box_baseline_run10.stl,box_baseline_run10.py,2025-05-02T18:55:26.934341
box,rag_only,1,True,1,22.827391386032104,[],box_rag_only_run1.stl,box_rag_only_run1.py,2025-05-02T18:55:49.928117
box,rag_only,2,True,5,107.81788372993469,"['Iteration 1: Traceback (most recent call last):\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpb1cdotu5.py"", line 25, in <module>\n    hollow_box = outer_box.difference(inner_box, engine=\'blender\')\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\base.py"", line 2932, in difference\n    return boolean.difference(\n           ~~~~~~~~~~~~~~~~~~^\n        meshes=util.chain(self, other),\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    ...<2 lines>...\n        **kwargs,\n        ^^^^^^^^^\n    )\n    ^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\boolean.py"", line 49, in difference\n    return _engines[engine](meshes, operation=""difference"", **kwargs)\n           ~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\exceptions.py"", line 34, in __call__\n    raise super().__getattribute__(""exception"")\nImportError: `blender` is not in `PATH`', 'Iteration 2: Traceback (most recent call last):\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmplo1f5dyw.py"", line 24, in <module>\n    hollow_box = outer_box.difference(inner_box, engine=\'scad\')\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\base.py"", line 2932, in difference\n    return boolean.difference(\n           ~~~~~~~~~~~~~~~~~~^\n        meshes=util.chain(self, other),\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    ...<2 lines>...\n        **kwargs,\n        ^^^^^^^^^\n    )\n    ^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\boolean.py"", line 49, in difference\n    return _engines[engine](meshes, operation=""difference"", **kwargs)\n           ~~~~~~~~^^^^^^^^\nKeyError: \'scad\'', 'Iteration 3: Traceback (most recent call last):\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpf0zg7eg4.py"", line 25, in <module>\n    hollow_box = outer_box.difference(inner_box, engine=\'blender\')\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\base.py"", line 2932, in difference\n    return boolean.difference(\n           ~~~~~~~~~~~~~~~~~~^\n        meshes=util.chain(self, other),\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    ...<2 lines>...\n        **kwargs,\n        ^^^^^^^^^\n    )\n    ^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\boolean.py"", line 49, in difference\n    return _engines[engine](meshes, operation=""difference"", **kwargs)\n           ~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\exceptions.py"", line 34, in __call__\n    raise super().__getattribute__(""exception"")\nImportError: `blender` is not in `PATH`', 'Iteration 4: Traceback (most recent call last):\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpk4mlqxo9.py"", line 16, in <module>\n    hollow_box = outer_box.difference(inner_box, engine=\'scad\')\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\base.py"", line 2932, in difference\n    return boolean.difference(\n           ~~~~~~~~~~~~~~~~~~^\n        meshes=util.chain(self, other),\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    ...<2 lines>...\n        **kwargs,\n        ^^^^^^^^^\n    )\n    ^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\boolean.py"", line 49, in difference\n    return _engines[engine](meshes, operation=""difference"", **kwargs)\n           ~~~~~~~~^^^^^^^^\nKeyError: \'scad\'']",box_rag_only_run2.stl,box_rag_only_run2.py,2025-05-02T18:57:37.748756
box,rag_only,3,True,1,20.290110111236572,[],box_rag_only_run3.stl,box_rag_only_run3.py,2025-05-02T18:57:58.042072
box,rag_only,4,True,1,17.626683712005615,[],box_rag_only_run4.stl,box_rag_only_run4.py,2025-05-02T18:58:15.674736
box,rag_only,5,True,1,28.445889711380005,[],box_rag_only_run5.stl,box_rag_only_run5.py,2025-05-02T18:58:44.123817
box,rag_only,6,True,1,24.85853910446167,[],box_rag_only_run6.stl,box_rag_only_run6.py,2025-05-02T18:59:08.985395
box,rag_only,7,True,1,29.588279485702515,[],box_rag_only_run7.stl,box_rag_only_run7.py,2025-05-02T18:59:38.576939
box,rag_only,8,True,2,51.36192226409912,"['Iteration 1: File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmp28g7axmv.py"", line 31\n    hollow_mesh = mesh.Mesh(np.zeros(faces.shape[0], dtype=mesh.Mesh.dtype)\n                           ^\nSyntaxError: \'(\' was never closed']",box_rag_only_run8.stl,box_rag_only_run8.py,2025-05-02T19:00:29.941833
box,rag_only,9,True,3,77.20699191093445,"['Iteration 1: File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpvfban7es.py"", line 33\n    stl_mesh = mesh.Mesh(np.zeros(faces.shape[0], dtype=mesh.Mesh.dtype)\n                        ^\nSyntaxError: \'(\' was never closed', 'Iteration 2: File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpmifkrfcf.py"", line 36\n    stl_mesh = mesh.Mesh(np.zeros(faces.shape[0], dtype=mesh.Mesh.dtype)\n                        ^\nSyntaxError: \'(\' was never closed']",box_rag_only_run9.stl,box_rag_only_run9.py,2025-05-02T19:01:47.152129
box,rag_only,10,True,2,46.47334337234497,"['Iteration 1: File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpowecfybv.py"", line 26\n    hollow_mesh = mesh.Mesh(np.zeros(faces.shape[0], dtype=mesh.Mesh.dtype)\n                           ^\nSyntaxError: \'(\' was never closed']",box_rag_only_run10.stl,box_rag_only_run10.py,2025-05-02T19:02:33.631214
box,review_only,1,True,1,36.93922257423401,[],box_review_only_run1.stl,box_review_only_run1.py,2025-05-02T19:03:10.577255
box,review_only,2,True,1,39.27766513824463,[],box_review_only_run2.stl,box_review_only_run2.py,2025-05-02T19:03:49.860681
box,review_only,3,True,1,44.40523648262024,[],box_review_only_run3.stl,box_review_only_run3.py,2025-05-02T19:04:34.271943
box,review_only,4,True,1,43.14885449409485,[],box_review_only_run4.stl,box_review_only_run4.py,2025-05-02T19:05:17.426336
box,review_only,5,True,1,40.61061406135559,[],box_review_only_run5.stl,box_review_only_run5.py,2025-05-02T19:05:58.046600
box,review_only,6,True,1,40.127400159835815,"['Review failed: Traceback (most recent call last):\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpwu2b30xw.py"", line 37, in <module>\n    hollow_mesh.show()\n    ~~~~~~~~~~~~~~~~^^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\base.py"", line 2758, in show\n    return scene.show(**kwargs)\n           ~~~~~~~~~~^^^^^^^^^^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\scene\\scene.py"", line 1367, in show\n    return SceneViewer(self, **kwargs)\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\exceptions.py"", line 34, in __call__\n    raise super().__getattribute__(""exception"")\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\viewer\\__init__.py"", line 19, in <module>\n    from .windowed import SceneViewer, render_scene\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\viewer\\windowed.py"", line 21, in <module>\n    raise ImportError(\'`trimesh.viewer.windowed` requires `pip install ""pyglet<2""`\')\nImportError: `trimesh.viewer.windowed` requires `pip install ""pyglet<2""`']",box_review_only_run6.stl,box_review_only_run6.py,2025-05-02T19:06:38.181113
box,review_only,7,True,1,43.21667218208313,"['Review failed: Traceback (most recent call last):\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpqx_rm3cf.py"", line 50, in <module>\n    create_printable_hollow_box()\n    ~~~~~~~~~~~~~~~~~~~~~~~~~~~^^\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpqx_rm3cf.py"", line 45, in create_printable_hollow_box\n    hollow_box = hollow_box.simplify_quadratic_decimation(len(hollow_box.faces) // 2)\n                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\nAttributeError: \'Trimesh\' object has no attribute \'simplify_quadratic_decimation\'. Did you mean: \'simplify_quadric_decimation\'?']",box_review_only_run7.stl,box_review_only_run7.py,2025-05-02T19:07:21.403787
box,review_only,8,True,1,35.5800404548645,[],box_review_only_run8.stl,box_review_only_run8.py,2025-05-02T19:07:56.990081
box,review_only,9,True,1,42.59283137321472,[],box_review_only_run9.stl,box_review_only_run9.py,2025-05-02T19:08:39.589129
box,review_only,10,True,1,45.41804361343384,[],box_review_only_run10.stl,box_review_only_run10.py,2025-05-02T19:09:25.013498
box,full_system,1,True,1,57.45325422286987,"['Review failed: Traceback (most recent call last):\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpfmswvyzr.py"", line 52, in <module>\n    create_hollow_box(outer_dim, wall_thickness)\n    ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpfmswvyzr.py"", line 24, in create_hollow_box\n    hollow_box = hollow_box.process(\n        validate=True,\n    ...<2 lines>...\n        merge_norm=True\n    )\nTypeError: Trimesh.process() got an unexpected keyword argument \'repair\'']",box_full_system_run1.stl,box_full_system_run1.py,2025-05-02T19:10:22.473252
box,full_system,2,True,1,56.19482946395874,[],box_full_system_run2.stl,box_full_system_run2.py,2025-05-02T19:11:18.674111
box,full_system,3,True,1,62.36911344528198,[],box_full_system_run3.stl,box_full_system_run3.py,2025-05-02T19:12:21.049706
box,full_system,4,True,1,57.44030785560608,[],box_full_system_run4.stl,box_full_system_run4.py,2025-05-02T19:13:18.496783
box,full_system,5,True,1,57.32876467704773,[],box_full_system_run5.stl,box_full_system_run5.py,2025-05-02T19:14:15.836177
